name,department,school,tags,rating,take_again,difficulty,avg_gpa
"WARD, H.",Writing,UC Irvine,"{'Caring': 2, 'Gives good feedback': 3, 'Graded by few things': 4, ""Skip class? You won't pass."": 2, 'Tough grader': 2}",4.0,67,3.7,3.042222222222222
"HOOKER, M.",Dramatic Arts,UC Irvine,"{'Caring': 2, 'Hilarious': 2, 'Respected': 2}",5.0,100,1.0,3.8075
"PALERMO, A.",Dramatic Arts,UC Irvine,"{'Graded by few things': 2, 'Participation matters': 2, ""Skip class? You won't pass."": 2}",3.0,0,1.0,3.8038461538461528
"DELANEY, M.",Theater,UC Irvine,"{'Gives good feedback': 2, 'Graded by few things': 3, 'Inspirational': 1, ""Skip class? You won't pass."": 3, 'Tough grader': 2}",3.5,0,3.3,3.8736263736263736
"SAMEH, C.",Humanities,UC Irvine,"{'Caring': 4, 'Clear grading criteria': 3, 'Get ready to read': 6, 'Graded by few things': 1, 'Group projects': 2, 'Lots of homework': 1, 'Tests? Not many': 1}",4.1,84,3.0,3.6458333333333335
"GLEBOVA, A.",Film,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 2, 'Amazing lectures': 1, 'Caring': 4, 'Clear grading criteria': 1, 'Get ready to read': 2, 'Inspirational': 3, 'Lecture heavy': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 1}",3.8,75,2.7,3.196363636363636
"MCINTIRE, T.",Chemistry,UC Irvine,"{'Caring': 4, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'GRADED BY FEW THINGS': 3, 'Get ready to read': 4, 'Hilarious': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 3, 'Lecture heavy': 4, 'Lots of homework': 4, 'Participation matters': 1, 'Respected': 2, 'Test heavy': 2, 'Tough Grader': 1, 'Tough grader': 2}",3.2,60,3.0,2.6115384615384616
"FRUMAN, D.",Biochemistry,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 2, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 1, 'Get ready to read': 1, 'Gives good feedback': 1, 'Group projects': 1, 'Hilarious': 1, 'Lecture heavy': 3, 'Respected': 4, ""Skip class? You won't pass."": 1, 'Test heavy': 3}",4.3,72,3.7,3.7422222222222223
"HISCOCK, V.",Writing,UC Irvine,"{'Accessible outside class': 3, 'Caring': 1, 'Get ready to read': 4, 'Gives good feedback': 2, 'Graded by few things': 3, 'Hilarious': 1, 'Lecture heavy': 1, 'Lots of homework': 2}",4.9,100,3.3,3.17875
"AGAPIE, E.",Informatics,UC Irvine,"{'Accessible outside class': 4, 'Caring': 2, 'Clear grading criteria': 5, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 3, 'Respected': 1}",4.1,100,1.4,3.695
"MOONEY, C.",Mathematics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Clear grading criteria': 2, 'Gives good feedback': 2, 'Lots of homework': 2}",5.0,100,3.0,3.1700000000000004
"COPP, S.",Materials Engineering,UC Irvine,"{'Caring': 2, 'Lecture heavy': 2, 'Participation matters': 2}",5.0,100,3.0,3.24
"GAUDIOT, J.",Engineering,UC Irvine,"{'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 6, 'Graded by few things': 1, 'Hilarious': 1, 'LECTURE HEAVY': 1, ""Skip class? You won't pass."": 4, 'TEST HEAVY': 7, 'Test heavy': 2, 'Tough Grader': 11, 'Tough grader': 1}",2.3,4,3.8,2.669411764705882
"BRAUER, E.",Writing,UC Irvine,"{'Accessible outside class': 2, 'Caring': 2, 'Clear grading criteria': 2, 'Get ready to read': 2, 'Gives good feedback': 3}",4.6,100,2.8,2.987910447761194
"GOODRICH, M.",Computer Science,UC Irvine,"{'Amazing lectures': 1, 'Caring': 1, 'Clear grading criteria': 1, 'Get ready to read': 3, 'Graded by few things': 1, 'Hilarious': 3, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 2, 'Lots of homework': 3, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 2}",3.2,70,3.5,3.234375
"WOLFSON, J.",Mathematics,UC Irvine,"{'Caring': 5, 'Clear grading criteria': 1, 'Get ready to read': 8, 'Graded by few things': 1, 'Lecture heavy': 2, 'Lots of homework': 5, 'Participation matters': 4, 'Respected': 1, 'Test heavy': 1, 'Tough grader': 4}",1.9,12,3.8,3.08
"FENG, J.",Physics,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 2, 'Amazing lectures': 3, 'Amazing lectures ': 1, 'Caring': 3, 'Lots of homework': 2, 'Respected': 2}",4.3,100,3.2,3.445333333333333
"ROSS, L.",Social Science,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'GRADED BY FEW THINGS': 2, 'Graded by few things': 2, 'Lecture heavy': 1, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 2, 'Tough grader': 1}",3.3,50,3.3,3.535714285714285
"BOUSHEY, G.",Political Science,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures': 2, 'Amazing lectures ': 4, 'Caring': 7, 'Clear grading criteria': 8, 'Get ready to read': 8, 'Gives good feedback': 1, 'Graded by few things': 5, 'Hilarious': 5, 'Inspirational': 1, 'Lecture heavy': 2, 'Lots of homework': 2, 'Participation matters': 1, 'Respected': 5, 'Tests? Not many': 1}",4.6,87,2.4,3.41
"MOLINA, K.",Psychology & Social Behavior,UC Irvine,"{'Amazing lectures': 1, 'Caring': 4, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'Graded by few things': 4, 'Inspirational': 1, 'Lecture heavy': 4, 'Respected': 2, 'Test heavy': 3, 'Tough grader': 3}",3.3,100,3.3,3.643
"PERIN, C.",Philosophy,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures': 5, 'Amazing lectures ': 1, 'Clear grading criteria': 1, 'Get ready to read': 4, 'Gives good feedback': 2, 'Graded by few things': 2, 'Hilarious': 2, 'Inspirational': 1, 'Participation matters': 2, 'Respected': 2, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 1, 'So many papers': 3, 'Tough grader': 3, 'Would take again': 1}",4.1,50,2.7,3.4095000000000004
"UBAN, K.",Public Health,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 1, 'Amazing lectures ': 2, 'Caring': 6, 'Clear grading criteria': 6, 'EXTRA CREDIT': 7, 'Graded by few things': 2, 'Group projects': 1, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 1, 'Online Savvy': 1, 'Participation matters': 3, 'Respected': 2}",5.0,100,2.0,3.715
"MOHSENI, A.",Logic & Philosophy,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 4, 'Get ready to read': 2, 'Lots of homework': 2}",5.0,100,3.3,3.8575
"WOODS, D.",Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Group projects': 2, 'Hilarious': 4, 'Inspirational': 3, 'Participation matters': 2, 'Tough Grader': 1, 'Tough grader': 1}",5.0,100,2.7,3.4775
"JHA, P.",Economics,UC Irvine,"{'Clear grading criteria': 3, 'EXTRA CREDIT': 1, 'Graded by few things': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 8, 'Lots of homework': 2, 'Participation matters': 6, ""Skip class? You won't pass."": 6, 'Test heavy': 7, 'Tough grader': 6}",2.4,31,3.6,2.8685714285714288
"O'ROURKE, S.",Anthropology,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 5, 'Amazing lectures ': 1, 'Caring': 7, 'Clear grading criteria': 2, 'Get ready to read': 7, 'Gives good feedback': 9, 'Graded by few things': 2, 'Inspirational': 6, 'Lecture heavy': 5, 'Lots of homework': 1, 'Participation matters': 3, 'Respected': 2, ""Skip class? You won't pass."": 1, 'So many papers': 2}",4.4,74,2.8,3.612096774193549
"XIN, J.",Mathematics,UC Irvine,"{'Amazing lectures': 1, 'Caring': 3, 'Clear grading criteria': 6, 'GRADED BY FEW THINGS': 4, 'Gives good feedback': 2, 'Graded by few things': 2, 'Hilarious': 4, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 2, 'Lots of homework': 1, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 2, 'Tough grader': 2}",2.8,40,3.1,2.66125
"WALSH, C.",Biology,UC Irvine,"{'Gives good feedback': 2, 'Group projects': 2, 'Hilarious': 2, 'Lecture heavy': 2, 'Respected': 2}",3.5,100,3.2,3.1766666666666663
"JORDAN, S.",Engineering,UC Irvine,"{'Get ready to read': 10, 'Gives good feedback': 1, 'Graded by few things': 1, 'LECTURE HEAVY': 2, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 3, 'Lots of homework': 7, 'Participation matters': 4, ""Skip class? You won't pass."": 3, 'Test heavy': 1, 'Tough Grader': 2, 'Tough grader': 5}",2.2,13,4.8,3.006
"MCBRIDE, M.",Economics,UC Irvine,"{'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'Get ready to read': 3, 'Group projects': 4, 'LECTURE HEAVY': 2, 'Lecture heavy': 2, 'Lots of homework': 1, 'Participation matters': 3, ""Skip class? You won't pass."": 2, 'Test heavy': 1, 'Tough grader': 4}",3.5,84,3.6,3.028181818181818
"RYAN, N.",Psychology & Social Behavior,UC Irvine,"{'Caring': 2, 'EXTRA CREDIT': 2, 'Group projects': 4, 'Hilarious': 2}",2.3,34,1.7,3.86
"HERBERT, J.",Art History,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 3, 'Amazing lectures ': 1, 'BEWARE OF POP QUIZZES': 1, 'Caring': 2, 'GRADED BY FEW THINGS': 3, 'Get ready to read': 3, 'Graded by few things': 3, 'Hilarious': 2, 'LECTURE HEAVY': 3, 'Lecture heavy': 4, 'Participation matters': 1, 'Respected': 2, 'SO MANY PAPERS': 2, ""Skip class? You won't pass."": 5}",4.0,70,2.8,3.3033333333333337
"WUE, R.",Art History,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 2, 'Amazing lectures ': 2, 'Caring': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 3, 'Gives good feedback': 4, 'Graded by few things': 1, 'Lecture heavy': 2, 'Lots of homework': 1, 'Participation matters': 1, 'So many papers': 1, 'Tough Grader': 1, 'Tough grader': 2}",4.6,88,3.0,3.213809523809524
"DIETZ, Z.",Dramatic Arts,UC Irvine,"{'Get ready to read': 2, 'Lots of homework': 2, 'Tough grader': 2}",1.0,0,5.0,3.686
"MALCZEWSKI, J.",History,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 3, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 6, 'Gives good feedback': 3, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'Participation matters': 3, ""Skip class? You won't pass."": 1, 'Test heavy': 1, 'Tough grader': 2}",3.6,84,3.6,3.501111111111111
"SEFAMI, J.",Spanish,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Beware of pop quizzes': 1, 'Caring': 4, 'Clear grading criteria': 4, 'Get ready to read': 1, 'Gives good feedback': 1, 'Group projects': 1, 'Hilarious': 2, 'Lecture heavy': 2, 'Respected': 3}",4.3,100,2.6,3.63
"CLEAR, L.",Psychology  Social Behavior,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Caring': 4, 'Clear grading criteria': 3, 'Gives good feedback': 1, 'Graded by few things': 5, 'Inspirational': 1, 'Lecture heavy': 2, 'Test heavy': 5, 'Tough grader': 4}",3.3,47,2.5,3.5778947368421057
"HURLEY, K.",Psychology & Social Behavior,UC Irvine,"{'Caring': 2, 'Get ready to read': 3, 'Lecture heavy': 2, 'Tough grader': 2}",2.7,34,2.7,3.2350000000000003
"SAHRANAVARD, N.",English,UC Irvine,"{'Clear grading criteria': 2, 'Get ready to read': 2, 'Gives good feedback': 1, 'Participation matters': 2, ""Skip class? You won't pass."": 2, 'Tough grader': 2}",4.5,100,1.5,3.7285714285714286
"SABERI, K.",Psychology,UC Irvine,"{'Accessible outside class': 1, 'Caring': 3, 'Clear grading criteria': 6, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 1, 'Gives good feedback': 1, 'Graded by few things': 6, 'Lecture heavy': 4, 'Respected': 5, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 1, 'Tests? Not many': 1, 'Would take again': 1}",4.8,100,2.6,3.633571428571429
"CROOKS, R.",Informatics,UC Irvine,"{'Clear grading criteria': 2, 'GRADED BY FEW THINGS': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 7, 'Graded by few things': 4, 'Group projects': 2, 'Hilarious': 1, 'Inspirational': 1, 'Lots of homework': 1, 'Participation matters': 3, 'So many papers': 1}",4.4,86,1.8,3.86
"SHIRMAN, Y.",Physics,UC Irvine,"{'Accessible outside class': 3, 'Caring': 2, 'Get ready to read': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 2, 'Lots of homework': 4, 'TEST HEAVY': 1}",2.0,20,4.1,3.060833333333333
"SASMAZ, E.",Chemical Engineering,UC Irvine,"{'Accessible outside class': 2, 'Lecture heavy': 2, 'Lots of homework': 2}",5.0,100,3.0,2.9166666666666665
"MOAYEDI, N.",Education,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Gives good feedback': 2, 'Inspirational': 4, 'Participation matters': 4}",5.0,100,3.3,3.985
"ANGELES, B.",University Studies,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 3, 'EXTRA CREDIT': 3, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 1, 'SO MANY PAPERS': 1}",4.8,100,1.8,3.911666666666666
"MAJOLI, M.",Art,UC Irvine,"{'Caring': 2, 'Clear grading criteria': 2, 'Gives good feedback': 2, 'Graded by few things': 1, 'Hilarious': 2, 'Lecture heavy': 3, 'Respected': 1}",4.0,100,2.4,3.714
"MANDT, S.",Computer Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Amazing lectures ': 2, 'Caring': 4, 'Clear grading criteria': 2, 'Gives good feedback': 5, 'Group projects': 1, 'Inspirational': 1, 'Lecture heavy': 5, 'Lots of homework': 1, 'Respected': 7}",4.6,90,4.0,3.546666666666667
"DUTT, N.",Computer Science,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Inspirational': 1, 'Lecture heavy': 1, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough grader': 1}",3.0,100,3.8,3.2960000000000003
"XIA, J.",Physics  Astronomy,UC Irvine,"{'Clear grading criteria': 5, 'Get ready to read': 1, 'Graded by few things': 4, 'Hilarious': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 11, 'Participation matters': 2, 'Respected': 3, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Test heavy': 5, 'Tough grader': 5}",3.5,64,3.5,3.1733333333333333
"LEWIN, K.",English,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 4, 'Amazing lectures': 4, 'Caring': 6, 'Clear grading criteria': 6, 'EXTRA CREDIT': 1, 'Get ready to read': 1, 'Gives good feedback': 14, 'Hilarious': 5, 'Inspirational': 3, 'LOTS OF HOMEWORK': 2, 'Lots of homework': 4, 'Participation matters': 3, 'Respected': 4, 'Tough Grader': 1}",5.0,100,3.3,3.042777777777778
"RIBBE, M.",Biology,UC Irvine,"{'Amazing lectures': 1, 'Caring': 1, 'Clear grading criteria': 3, 'Get ready to read': 4, 'Graded by few things': 9, 'Inspirational': 2, 'Lecture heavy': 5, 'Respected': 1, ""Skip class? You won't pass."": 1, 'So many papers': 1, 'Test heavy': 8}",2.9,42,3.1,3.2925000000000004
"CUNNINGHAM, G.",Creative Writing,UC Irvine,"{'Clear grading criteria': 3, 'Get ready to read': 2, 'Gives good feedback': 2, 'Hilarious': 1, 'Inspirational': 2, 'Lots of homework': 1, 'Participation matters': 2, 'So many papers': 1}",3.7,67,2.7,3.1411111111111114
"BEAN, F.",Sociology,UC Irvine,"{'Gives good feedback': 2, 'Graded by few things': 2, 'Respected': 2}",5.0,100,2.0,3.655
"ARTHI, V.",Economics,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'Get ready to read': 2, 'Group projects': 3, 'Hilarious': 1, 'Lecture heavy': 3, 'Lots of homework': 1}",3.0,50,3.9,2.85
"CHOE, H.",Korean,UC Irvine,"{'Caring': 2, 'Lots of homework': 3, 'Participation matters': 2, 'Test heavy': 3, 'Tough grader': 4}",3.5,29,2.9,3.286545454545455
"MARK, G.",Computer Science,UC Irvine,"{'Beware of pop quizzes': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 5, 'Gives good feedback': 3, 'Group projects': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 2, 'Lots of homework': 1, 'Participation matters': 1, 'SO MANY PAPERS': 3, 'So many papers': 1, 'Test heavy': 1, 'Tough Grader': 1}",3.5,50,2.9,3.2414285714285715
"BOWMAN, W.",Materials Engineering,UC Irvine,"{'Get ready to read': 2, 'Graded by few things': 2, 'Lecture heavy': 2, 'Participation matters': 2}",3.0,34,2.4,3.265
"TUCKER, I.",English,UC Irvine,"{'Caring': 2, 'Get ready to read': 6, 'Graded by few things': 4, 'LECTURE HEAVY': 1, 'Lecture heavy': 4}",2.1,20,3.8,3.2621052631578946
"COLIVA, A.",Humanities,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 3, 'Accessible outside class': 1, 'Caring': 2, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 1, 'Gives good feedback': 5, 'Inspirational': 4, 'LECTURE HEAVY': 2, 'Lecture heavy': 3, 'Lots of homework': 2, 'Participation matters': 7, 'Respected': 8, ""Skip class? You won't pass."": 7, 'TEST HEAVY': 2, 'Tough Grader': 2, 'Tough grader': 1}",3.1,52,3.5,3.49
"SCRUGGS, B.",Asian Studies,UC Irvine,"{'Clear grading criteria': 2, 'Get ready to read': 5, 'Gives good feedback': 2, 'Inspirational': 1, ""Skip class? You won't pass."": 2, 'Test heavy': 1, 'Tough grader': 2}",3.3,67,2.7,3.2765384615384616
"AHMED, I.",Informatics,UC Irvine,"{'Beware of pop quizzes': 2, 'Clear grading criteria': 2, 'Group projects': 2, 'Lecture heavy': 1, 'Participation matters': 2, 'Test heavy': 1, 'Tough grader': 3}",2.5,40,3.0,3.770000000000001
"QUACKENBUSH, G.",Writing,UC Irvine,"{'Caring': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 1}",3.5,100,3.0,3.758
"MCCLANAHAN, A.",Humanities,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'Gives good feedback': 3, 'Respected': 3}",5.0,100,3.0,3.45625
"BALDWIN, M.",Informatics,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 4, 'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 5, 'Gives good feedback': 1, 'Graded by few things': 3, 'Group projects': 5, 'Hilarious': 1, 'Lecture heavy': 1, 'Online Savvy': 1, 'Participation matters': 3, 'Respected': 1}",4.8,100,2.6,3.511538461538461
"BALDWIN, M.",Computer Science,UC Irvine,"{'Accessible outside class': 9, 'Amazing lectures': 3, 'Amazing lectures ': 2, 'Caring': 8, 'Clear grading criteria': 2, 'EXTRA CREDIT': 7, 'Get ready to read': 1, 'Gives good feedback': 5, 'Graded by few things': 5, 'Group projects': 6, 'Hilarious': 6, 'Participation matters': 1, 'Respected': 4, 'Test heavy': 1, 'Tough grader': 1}",5.0,100,3.4,3.511538461538461
"PIFF, P.",Psychology  Social Behavior,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 3, 'Caring': 10, 'Clear grading criteria': 1, 'Get ready to read': 1, 'Gives good feedback': 1, 'Hilarious': 7, 'Inspirational': 7, 'Lecture heavy': 1, 'Lots of homework': 2, 'Online Savvy': 1, 'Participation matters': 5, 'Respected': 5, 'Test heavy': 1, 'Tough grader': 2}",4.5,87,3.4,3.401538461538462
"RIIS, J.",Psychology & Social Behavior,UC Irvine,"{'Amazing lectures': 2, 'Caring': 6, 'Clear grading criteria': 2, 'EXTRA CREDIT': 5, 'Get ready to read': 2, 'Gives good feedback': 2, 'Graded by few things': 1, 'LECTURE HEAVY': 4, 'Lecture heavy': 4, 'Lots of homework': 1, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 8, 'Tests are tough': 2}",3.1,50,3.4,3.1475
"OLSON, V.",Anthropology,UC Irvine,"{'Accessible outside class': 1, 'Caring': 4, 'Gives good feedback': 3, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 2, 'Tests? Not many': 1}",4.7,100,2.2,3.372222222222222
"GLICKER, H.",Chemistry,UC Irvine,"{'Accessible outside class': 10, 'Amazing lectures': 10, 'Amazing lectures ': 1, 'Caring': 15, 'Clear grading criteria': 2, 'EXTRA CREDIT': 4, 'Gives good feedback': 8, 'Inspirational': 2, 'Participation matters': 1, 'Respected': 2}",4.7,100,2.6,2.793333333333333
"WINER, C.",Sociology,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 4, 'EXTRA CREDIT': 2, 'Get ready to read': 2, 'Inspirational': 2, 'Respected': 1}",4.8,100,2.8,3.89
"WHITELEY, J.",Social Science,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Clear grading criteria': 2, 'EXTRA CREDIT': 7, 'GROUP PROJECTS': 7, 'Get ready to read': 1, 'Graded by few things': 3, 'Group projects': 3, 'Hilarious': 1, 'Inspirational': 2, 'LECTURE HEAVY': 2, 'Lecture heavy': 4, 'Participation matters': 2, 'Respected': 1, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 3, 'TEST HEAVY': 1, 'Test heavy': 1}",2.9,50,2.0,3.664905660377359
"LEWIS, J.",English,UC Irvine,"{'Accessible outside class': 4, 'Caring': 7, 'Clear grading criteria': 2, 'EXTRA CREDIT': 4, 'Get ready to read': 2, 'Gives good feedback': 6, 'Inspirational': 6, 'Lecture heavy': 1, 'Lots of homework': 1, 'Participation matters': 1, 'Tough grader': 1}",4.6,80,3.0,3.5733636363636365
"LEWIS, J.",Art,UC Irvine,"{'EXTRA CREDIT': 6, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 7, 'Lecture heavy': 6, 'Lots of homework': 2, 'Participation matters': 1, 'Test heavy': 9, 'Tough grader': 6}",2.3,34,3.6,3.5733636363636365
"LEWIS, J.",Psychology,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 3, 'Caring': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 8, 'Get ready to read': 8, 'Graded by few things': 3, 'Group projects': 10, 'Hilarious': 1, 'Inspirational': 3, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 2, 'Test heavy': 5, 'Tough grader': 1}",4.0,54,3.0,3.5733636363636365
"LEWIS, J.",Art,UC Irvine,"{'EXTRA CREDIT': 6, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 7, 'Lecture heavy': 6, 'Lots of homework': 2, 'Participation matters': 1, 'Test heavy': 9, 'Tough grader': 6}",2.3,34,3.6,3.5733636363636365
"LEWIS, J.",Psychology,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 3, 'Caring': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 8, 'Get ready to read': 8, 'Graded by few things': 3, 'Group projects': 10, 'Hilarious': 1, 'Inspirational': 3, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 2, 'Test heavy': 5, 'Tough grader': 1}",4.0,54,3.0,3.5733636363636365
"BIAN, J.",Physics  Astronomy,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 5, 'Amazing lectures': 2, 'Caring': 2, 'Clear grading criteria': 9, 'Get ready to read': 1, 'Gives good feedback': 3, 'Graded by few things': 2, 'Inspirational': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Respected': 6, 'Test heavy': 1}",4.6,91,2.3,3.354296875
"DAVIS, C.",Mathematics,UC Irvine,"{'Accessible outside class': 5, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Caring': 5, 'Clear grading criteria': 1, 'Gives good feedback': 9, 'Graded by few things': 1, 'Hilarious': 1, 'Lecture heavy': 3, 'Lots of homework': 9, 'Participation matters': 1, 'Respected': 6, 'Test heavy': 2, 'Tough grader': 3}",4.3,71,3.3,3.033170731707317
"NEUMARK, D.",Economics,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 3, 'Gives good feedback': 1, 'Group projects': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'Lots of homework': 1, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 2, 'Tough grader': 2}",4.1,75,4.4,2.812857142857143
"AL-BULUSHI, S.",Anthropology,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 1, 'Get ready to read': 4, 'Gives good feedback': 3, 'Graded by few things': 1, 'Inspirational': 2, 'Participation matters': 2}",4.5,100,2.3,3.3816666666666677
"MARTIN, R.",Chemistry,UC Irvine,{'Tough grader': 2},3.8,100,2.5,3.5244444444444447
"KAUFEL, F.",German,UC Irvine,"{'Caring': 3, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Gives good feedback': 2, 'Group projects': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 3, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 4, 'TEST HEAVY': 1, 'Tough Grader': 1}",4.0,67,2.8,3.648333333333333
"MASTER, J.",Art,UC Irvine,"{'Amazing lectures ': 1, 'Get ready to read': 6, 'Lecture heavy': 5, 'Lots of homework': 7, 'Participation matters': 1, ""Skip class? You won't pass."": 5, 'So many papers': 2, 'Test heavy': 4, 'Tough grader': 2}",2.0,17,3.8,3.47875
"DANNER, K.",Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 3, 'BEWARE OF POP QUIZZES': 1, 'Caring': 6, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 6, 'Gives good feedback': 8, 'Graded by few things': 3, 'Hilarious': 1, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 4, 'Lecture heavy': 1, 'Lots of homework': 4, 'Participation matters': 4, 'Respected': 5, ""Skip class? You won't pass."": 3, 'So many papers': 1, 'Tough Grader': 3, 'Tough grader': 6}",3.9,58,4.0,2.75
