name, department, school, tags, rating, take_again, difficulty
Mathew Griffin,Chemistry,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures ': 12, 'Caring': 6, 'Clear grading criteria': 4, 'EXTRA CREDIT': 4, 'Gives good feedback': 2, 'Graded by few things': 3, 'Lecture heavy': 1, 'Participation matters': 1, 'Respected': 2, 'Test heavy': 4}",5,100,3.1
Philip McCarty,International Studies,UC Irvine,"{'Amazing lectures': 3, 'Amazing lectures ': 2, 'Caring': 3, 'Clear grading criteria': 9, 'EXTRA CREDIT': 5, 'Get ready to read': 6, 'Graded by few things': 1, 'Hilarious': 4, 'Inspirational': 2, 'Lecture heavy': 7, 'Respected': 4, 'Test heavy': 2}",4.9,98,2
Alexandra Voloshina,Mechanical Engineering,UC Irvine,"{'Accessible outside class': 3, 'Caring': 3, 'Clear grading criteria': 3, 'EXTRA CREDIT': 2, 'Gives good feedback': 1, 'Inspirational': 1, 'Tough grader': 2}",3.8,60,2.2
Natalia Chernyshoff,Economics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 3, 'Clear grading criteria': 2, 'Get ready to read': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 11, 'Participation matters': 8, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 10, 'Tough grader': 11}",3,56,4.6
Michael Cooper,Physics & Astronomy,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 8, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 1, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 2, 'So many papers': 1, 'TEST HEAVY': 3, 'Test heavy': 3, 'Tough Grader': 1, 'Tough grader': 5}",2.9,50,3.1
Allison Salmon,Informatics,UC Irvine,"{'Accessible outside class': 3, 'Clear grading criteria': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Group projects': 5, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 3, 'Online Savvy': 1, 'Respected': 3, 'Tough grader': 4}",2.9,67,4
Zuzana Bic,Environmental Science,UC Irvine,"{'Accessible outside class': 1, 'Caring': 1, 'Clear grading criteria': 7, 'EXTRA CREDIT': 5, 'Get ready to read': 7, 'Graded by few things': 3, 'Inspirational': 1, 'Lots of homework': 9, 'Online Savvy': 1, 'Participation matters': 2, 'So many papers': 1, 'Test heavy': 2, 'Tough grader': 2}",3.5,58,2
Ramesh D. Arasasingham,Chemistry,UC Irvine,"{'Amazing lectures ': 8, 'Caring': 1, 'Graded by few things': 2, 'Lecture heavy': 8, 'Lots of homework': 2, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 7, 'Tough grader': 9}",5,85,5
Brandon Golob,Criminology Law amp Society,UC Irvine,"{'Accessible outside class': 5, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 10, 'Clear grading criteria': 5, 'EXTRA CREDIT': 1, 'Get ready to read': 2, 'Gives good feedback': 3, 'Graded by few things': 1, 'Hilarious': 2, 'Inspirational': 4, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 2, 'Respected': 7, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",5,93,3
Jin-Yi Yu,Science,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Beware of pop quizzes': 1, 'Caring': 1, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 1, 'Graded by few things': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 6, 'TEST HEAVY': 1}",3.3,34,2.8
Jeff Streets,Mathematics,UC Irvine,"{'Accessible outside class': 2, 'Clear grading criteria': 5, 'Graded by few things': 8, 'Lecture heavy': 1, 'Lots of homework': 1, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 11, 'Tough grader': 16}",2.6,38,4
Patrick Guidotti,Mathematics,UC Irvine,"{'Get ready to read': 4, 'Graded by few things': 2, 'Lecture heavy': 6, 'Lots of homework': 4, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 12, 'Tough grader': 12}",3,0,4.4
Christopher Zoeller,Sociology,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 1, 'Amazing lectures ': 3, 'Caring': 6, 'Clear grading criteria': 4, 'Get ready to read': 7, 'Gives good feedback': 2, 'Graded by few things': 8, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Respected': 2, 'Tough grader': 1}",4.6,94,2.4
Christoffer Zoeller,Sociology,UC Irvine,"{'Amazing lectures ': 4, 'Caring': 4, 'Clear grading criteria': 3, 'Get ready to read': 3, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 3, 'Respected': 1}",4.8,84,2.1
Michael Leon,Biology,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 3, 'Get ready to read': 5, 'Graded by few things': 2, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 10, 'Participation matters': 1, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 4, 'Tests are tough': 1, 'Tough grader': 11}",3,64,3.3
Lee Kucera,Statistics,UC Irvine,"{'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Graded by few things': 3, 'Group projects': 8, 'Lecture heavy': 6, 'Lots of homework': 1, 'Participation matters': 7, 'Test heavy': 7, 'Tough grader': 12}",2.4,61,3.9
David Camerini,Biology,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 4, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 5, 'Gives good feedback': 1, 'Graded by few things': 4, 'Online Savvy': 1, 'Participation matters': 1, 'Respected': 1, 'So many papers': 1, 'Test heavy': 5, 'Tough grader': 11}",3.6,94,3.3
Hannah Knight,Mathematics,UC Irvine,"{'Accessible outside class': 3, 'Amazing lectures ': 2, 'Caring': 1, 'Clear grading criteria': 1, 'Graded by few things': 3, 'Lots of homework': 1, 'Test heavy': 4, 'Tough grader': 2}",4,100,2.6
Barry Siegel,Journalism,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Caring': 4, 'Get ready to read': 1, 'Gives good feedback': 6, 'Inspirational': 3, 'Respected': 6}",4.6,100,2.8
Melanie Cocco,Biology,UC Irvine,"{'Accessible outside class': 2, 'Beware of pop quizzes': 1, 'Get ready to read': 7, 'Graded by few things': 3, 'Hilarious': 1, 'Lecture heavy': 6, 'Lots of homework': 2, ""Skip class? You won't pass."": 5, 'Test heavy': 9, 'Tough grader': 5}",2.1,32,4.2
Fadi Kurdahi,Electrical Engineering,UC Irvine,"{'Graded by few things': 2, 'Hilarious': 2, 'Lots of homework': 2, 'Tough grader': 2}",3,100,2.5
Tagert Ellis,Writing,UC Irvine,"{'Accessible outside class': 5, 'Caring': 7, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Gives good feedback': 9, 'Group projects': 1, 'Hilarious': 7, 'Inspirational': 1, 'Lots of homework': 8, 'Participation matters': 1, 'Respected': 1, 'So many papers': 1, 'Tough grader': 3}",4.1,84,3.6
Clare C. Yu,Physics,UC Irvine,"{'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 1, 'Group projects': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 3, 'Lots of homework': 5, 'Participation matters': 4, ""Skip class? You won't pass."": 6, 'So many papers': 1, 'Test heavy': 2, 'Tough Grader': 2, 'Tough grader': 3}",2.1,0,3.6
Lowell Bruce McKay,Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 2, 'Amazing lectures': 3, 'Caring': 5, 'Get ready to read': 2, 'Gives good feedback': 13, 'Graded by few things': 2, 'Inspirational': 7, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Participation matters': 7, 'Respected': 2, ""Skip class? You won't pass."": 3, 'Tough Grader': 3, 'Tough grader': 3}",4.6,84,3
Jeffrey Helmreich,Philosophy,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 5, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 8, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 2, 'Participation matters': 1, 'Respected': 4, 'Tough grader': 1}",4.1,67,2.9
Daniel Simonson,Mathematics,UC Irvine,"{'Beware of pop quizzes': 1, 'Caring': 1, 'Clear grading criteria': 4, 'EXTRA CREDIT': 1, 'Graded by few things': 9, 'Lecture heavy': 3, 'Test heavy': 14, 'Tough grader': 8}",1.6,100,4.5
Bruce Berg,Psychology,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 7, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 9, 'Graded by few things': 6, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 7, 'Online Savvy': 1, 'Respected': 1, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 2, 'Test heavy': 6}",3,50,2.5
Gyorgi Lur,Biological Sciences,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 2, 'Clear grading criteria': 2, 'Graded by few things': 4, 'Lecture heavy': 5, 'Test heavy': 4}",3.1,63,3.8
Alberto Krone-Martins,Informatics,UC Irvine,"{'Amazing lectures ': 1, 'Caring': 2, 'Clear grading criteria': 1, 'EXTRA CREDIT': 5, 'Graded by few things': 7, 'Group projects': 9, 'Inspirational': 2, 'Lecture heavy': 3, 'Lots of homework': 4, 'Participation matters': 5, 'Respected': 2, ""Skip class? You won't pass."": 1, 'Test heavy': 1}",3.6,67,3.5
Dorothy Fujita-Rony,Ethnic Studies,UC Irvine,"{'Accessible outside class': 2, 'Caring': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 11, 'Graded by few things': 6, 'Inspirational': 3, 'Lecture heavy': 2, 'Participation matters': 6, ""Skip class? You won't pass."": 2, 'Tough Grader': 1}",3.4,67,3.1
Chenyang Sunny Jiang,Social Science,UC Irvine,"{'Accessible outside class': 1, 'Caring': 2, 'GROUP PROJECTS': 2, 'Group projects': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 1, 'Tough grader': 1}",4.1,67,2.4
Mustafa Ibrahim,Informatics,UC Irvine,"{'Accessible outside class': 5, 'Caring': 3, 'Clear grading criteria': 3, 'Gives good feedback': 1, 'Graded by few things': 11, 'Hilarious': 3, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 2, 'Test heavy': 1, 'Tough grader': 4}",3.6,81,3.5
Bridget O'Reilly,Writing,UC Irvine,"{'Accessible outside class': 3, 'Caring': 3, 'Get ready to read': 1, 'Gives good feedback': 5, 'Graded by few things': 1, 'Inspirational': 1, 'Participation matters': 3, 'Respected': 1, 'Tough grader': 2}",4.4,80,3
Gary Richardson,Economics,UC Irvine,"{'Accessible outside class': 1, 'Caring': 3, 'Get ready to read': 8, 'Gives good feedback': 1, 'Group projects': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 15, 'So many papers': 2, 'Test heavy': 6, 'Tough grader': 9}",2.8,63,3.6
Matthew Canepa,Art,UC Irvine,"{'Amazing lectures': 1, 'EXTRA CREDIT': 4, 'Get ready to read': 9, 'Graded by few things': 2, 'Lecture heavy': 14, 'Participation matters': 3, ""Skip class? You won't pass."": 9, 'Test heavy': 2, 'Tough grader': 1}",4,60,3.5
Oliver Cinquin,Biological Sciences,UC Irvine,"{'Accessible outside class': 2, 'Caring': 2, 'Clear grading criteria': 1, 'EXTRA CREDIT': 4, 'Get ready to read': 5, 'Graded by few things': 1, 'Hilarious': 1, 'Lecture heavy': 11, ""Skip class? You won't pass."": 1, 'Test heavy': 12, 'Tough grader': 8}",2.6,20,4.5
Zak Kassas,Mechanical Engineering,UC Irvine,"{'Amazing lectures ': 1, 'Get ready to read': 1, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 8, 'Lots of homework': 8, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 3, 'Tough grader': 7}",2.4,24,4.9
Roger Dellaca,Mathematics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 2, 'Clear grading criteria': 6, 'EXTRA CREDIT': 2, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Group projects': 1, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'Lecture heavy': 4, 'Participation matters': 1, 'Respected': 6, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 2, 'Test heavy': 4, 'Tough Grader': 1, 'Tough grader': 2}",3.1,63,3.5
Dan Gillen,Statistics,UC Irvine,"{'Clear grading criteria': 2, 'Gives good feedback': 2, 'Hilarious': 2}",4.9,100,3.4
Steven Allison,Biological Sciences,UC Irvine,"{'Accessible outside class': 1, 'Caring': 4, 'Gives good feedback': 4, 'Graded by few things': 1, 'Group projects': 1, 'Inspirational': 1, 'Participation matters': 3, 'Respected': 3, ""Skip class? You won't pass."": 1}",4.3,84,2.4
QV Dang,Electrical Engineering,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 3, 'Caring': 4, 'Clear grading criteria': 4, 'EXTRA CREDIT': 3, 'Gives good feedback': 3, 'Graded by few things': 4, 'Hilarious': 8, 'Lecture heavy': 5, 'Lots of homework': 4, 'Online Savvy': 3, 'Participation matters': 5, 'Respected': 2, 'Test heavy': 2, 'Tough grader': 2}",4.4,90,3.5
Hector Tobar,Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 4, 'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 7, 'Gives good feedback': 3, 'Graded by few things': 3, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 1, 'Respected': 2}",3.9,73,2.2
James Brody,Biomedical,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 5, 'Caring': 7, 'Clear grading criteria': 7, 'Get ready to read': 2, 'Graded by few things': 5, 'Inspirational': 1, 'Online Savvy': 4, 'Respected': 6}",4.9,100,1.1
Rachel Cohen Lehman,Mathematics,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 3, 'EXTRA CREDIT': 1, 'Hilarious': 1, 'Lecture heavy': 6, 'Lots of homework': 10, 'Participation matters': 5, 'Respected': 1, 'Test heavy': 8, 'Tough grader': 10}",4.1,62,3.4
Tim Bruckner,Policy Planning & Development,UC Irvine,"{'GROUP PROJECTS': 2, 'Get ready to read': 3, 'Group projects': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'Participation matters': 2, 'Tough Grader': 2, 'Tough grader': 1}",3.6,34,2.6
James Robertson,History,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Beware of pop quizzes': 2, 'Caring': 1, 'Clear grading criteria': 2, 'Get ready to read': 10, 'Gives good feedback': 3, 'Graded by few things': 7, 'Lecture heavy': 7, 'Respected': 1, 'Test heavy': 2, 'Tough grader': 8}",3.3,100,3.9
Gregory Scontras,Linguistics,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Caring': 2, 'Clear grading criteria': 4, 'EXTRA CREDIT': 2, 'Get ready to read': 6, 'Gives good feedback': 2, 'Lecture heavy': 7, 'Lots of homework': 4, 'Respected': 2, ""Skip class? You won't pass."": 8, 'Test heavy': 2, 'Tough grader': 5}",3.5,54,3.8
Joanne Frattaroli-Zinger,Psychology & Social Behavior,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 9, 'Caring': 5, 'Clear grading criteria': 6, 'EXTRA CREDIT': 11, 'Get ready to read': 7, 'Graded by few things': 1, 'Group projects': 1, 'Hilarious': 2, 'Lecture heavy': 7, 'Lots of homework': 1, 'Respected': 2, 'Test heavy': 3, 'Tough grader': 5}",4.4,82,3.3
Harriet Weaver,Writing,UC Irvine,"{'Caring': 3, 'Clear grading criteria': 1, 'Get ready to read': 2, 'Gives good feedback': 4, 'Graded by few things': 3, 'Lots of homework': 1, 'Participation matters': 2, 'Respected': 1}",4.3,100,2.5
Ricardo Chavira,Social Science,UC Irvine,"{'Gives good feedback': 3, 'LECTURE HEAVY': 1, 'Lecture heavy': 1, 'Tests? Not many': 1, 'Tough grader': 5, 'Would take again': 1}",3,23,2.4
Michael Dessen,Music,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 1, 'Get ready to read': 6, 'Gives good feedback': 2, 'Graded by few things': 1, 'Inspirational': 1, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Tough grader': 3}",3.6,67,2.1
Brigitte Baldi,Statistics,UC Irvine,"{'Caring': 2, 'Clear grading criteria': 3, 'EXTRA CREDIT': 2, 'Get ready to read': 1, 'Gives good feedback': 1, 'Graded by few things': 2, 'Lecture heavy': 1, 'Lots of homework': 6, 'Online Savvy': 1, 'Participation matters': 9, ""Skip class? You won't pass."": 1, 'Test heavy': 5, 'Tough grader': 10}",3,45,3.5
James Egan,Anthropology,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Amazing lectures ': 5, 'Caring': 1, 'Get ready to read': 8, 'Gives good feedback': 1, 'Graded by few things': 9, 'Hilarious': 5, 'Inspirational': 1, 'Lecture heavy': 13, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 2, 'Test heavy': 6, 'Tough grader': 3}",4.1,64,3.1
Ian Harris,Engineering,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 2, 'Get ready to read': 1, 'Graded by few things': 11, 'Group projects': 5, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 5, 'Respected': 1, 'Test heavy': 2, 'Tough grader': 6}",2.8,44,3.6
Bert Buzan,Political Science,UC Irvine,{},3.8,N/,2.7
Mhshid Fardadi,Mechanical Engineering,UC Irvine,"{'Amazing lectures ': 1, 'Graded by few things': 1, 'Hilarious': 1, 'Inspirational': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 2, 'Participation matters': 2, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Test heavy': 1, 'Tough grader': 2}",2.5,50,3.8
Julie Kim,Sociology,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 2, 'Amazing lectures ': 3, 'Caring': 7, 'Clear grading criteria': 5, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Gives good feedback': 3, 'Graded by few things': 3, 'Group projects': 1, 'Inspirational': 2, 'Lecture heavy': 2, 'Lots of homework': 1, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 4}",4.4,88,2.7
Elizabeth Chuk,Accounting,UC Irvine,"{'Inspirational': 2, 'Online Savvy': 2, 'Test heavy': 2, 'Tough grader': 3}",3,100,3.8
Oladele Ogunseitan,Health Science,UC Irvine,"{'Accessible outside class': 1, 'Caring': 1, 'Clear grading criteria': 1, 'Get ready to read': 3, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 7, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 2, 'So many papers': 4, 'Tough grader': 1}",2.8,40,2.9
Victorya Nam,Writing,UC Irvine,"{'Accessible outside class': 5, 'Amazing lectures': 2, 'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Get ready to read': 2, 'Gives good feedback': 8, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 1, 'Respected': 1, ""Skip class? You won't pass."": 2, 'So many papers': 1, 'Tough Grader': 1, 'Tough grader': 4}",4,94,3.4
You Mom,Academic Services,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Amazing lectures ': 2, 'Clear grading criteria': 2, 'EXTRA CREDIT': 2, 'Inspirational': 2, 'Participation matters': 3}",5,100,3.8
Henry Lee,Engineering,UC Irvine,"{'Accessible outside class': 1, 'Caring': 4, 'GROUP PROJECTS': 1, 'Get ready to read': 6, 'Gives good feedback': 1, 'Graded by few things': 4, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 11, 'Tough grader': 10}",3,25,3.9
Yiyue Zhang,Mathematics,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 1, 'Graded by few things': 1, 'Group projects': 2, 'Lecture heavy': 3, ""Skip class? You won't pass."": 2, 'Test heavy': 3, 'Tough grader': 3}",2,50,3.9
Claire J Kim,Asian Studies,UC Irvine,"{'Amazing lectures': 4, 'Amazing lectures ': 2, 'Caring': 5, 'Clear grading criteria': 2, 'GROUP PROJECTS': 1, 'Get ready to read': 10, 'Graded by few things': 4, 'Group projects': 3, 'Inspirational': 5, 'LECTURE HEAVY': 1, 'Participation matters': 2, 'Respected': 8, ""Skip class? You won't pass."": 2, 'Tough Grader': 1}",4,86,2.5
Sofia Fernandes Franco,Economics,UC Irvine,"{'EXTRA CREDIT': 1, 'Graded by few things': 6, 'Lecture heavy': 3, 'Lots of homework': 2, ""Skip class? You won't pass."": 3, 'Test heavy': 7, 'Tough grader': 13}",1.5,12,4.4
Todd Richey,Management,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 3, 'EXTRA CREDIT': 4, 'GROUP PROJECTS': 1, 'Gives good feedback': 1, 'Graded by few things': 2, 'Group projects': 11, 'LECTURE HEAVY': 1, 'Lecture heavy': 4, 'Lots of homework': 1, 'Participation matters': 1, 'Respected': 2, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Test heavy': 4, 'Tough grader': 1}",3.1,67,3.8
Lyle Massey,Art History,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Clear grading criteria': 4, 'EXTRA CREDIT': 1, 'GRADED BY FEW THINGS': 5, 'Get ready to read': 1, 'Gives good feedback': 2, 'Graded by few things': 1, 'LECTURE HEAVY': 4, 'Lecture heavy': 2, 'Lots of homework': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 1, 'Tough Grader': 3, 'Tough grader': 1}",3.5,55,3.3
